0,1
"good evening, ua. can you assist with an issue via dm?","good evening, ua. can you help with a problem via dm?"
"ui@united: what made you come to this? can we help you with anything? ^jpu free tickets , for the i convince .","ui@united: what made you come? Can we help you? ^jpu free tickets, to convince him."
faa invest near miss on o'hare runway last,faa invests near miss on the last aahare track
i am ua elite gold and have a ua chase pres. plus credit card. how many eqm's do i need to get platinum elite!,I'm an elite gold man and I have a hunting meadow. No credit card. How many eqms do I have to get the platinum elite!
"when i click that link it wants my flight info. i haven't booked a flight yet. i read you waive fees for military, it this true?","When I click on this link he wants my flight info. I haven't booked a flight yet. I read you a fee for the army, right?"
i'll let you know week after next when i do another coast-coast rt again.,"I'll tell you a week later, when I start doing another rib."
4 open seats in 1st class on ua 2065. way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.,4 seats open in 1st class on ua 2065. how to honour your upgrade policy for freq flyers and/or honor an employee with an upgrade.
you friend's flt from ase to denver is cancelled flightled for tomorrow. can you help with rebook?,The flight of a friend of the aase to the other is cancelled for tomorrow. Can you help with the rebook?
used to (still do?) let you listen to flight radio...i often did...interesting to me,I let you listen to the radio in flight. I was often interested
and we got zero vouchers for hotel or cab. i expect some serious mileage credits.,And we have good for the hotel or the taxi. I expect mileage credits.
+the plane.,+ plane.
i do not see where it talks about military baggage fees. can you please guide me. thanks,I don't see where he's talking about military baggage. Can you guide me?
i'll be calling tomorrow,I'll call tomorrow.
you still have flat tire policy. shuttle broke down on way to ord. will probably miss the 425pm to cle...help please!!,You always have a tire policy. The shuttle fell on the way to the ord. He's probably gonna miss the 1625pm to hang on. Please help!
"okay, just requested to follow.","Okay, just asked to follow."
make sure you take care of team &amp; team. we are 16-0!!!!,Make sure you take care of the team and the team. We're 16-0!
there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,There's an area where he says $0 in both bags. No international bag compensation?
do you have bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,Do you have discounts on the aerodrome that my grandfather has just passed and must attend his funeral this week.
in fact he received my boarding pass,in fact he got my boarding pass
he is traveling with me on a sep reservation number f3kxb8,he travels with me on a sep booking number f3kxb8
you must follow me in order for me to send you a direct message if that is what you meant.,You have to follow me so that I send you a direct message if that's what you mean.
i don't know what dm the confirmation number means.,I don't know what the confirmation number means.
what does dm the confirmation mean???,What does confirmation mean?
no thank you,No thanks.
name correct on original confirmation but spelled wrong on check-in reminder. first name and mi run together. cause for concern?,correct name on the original confirmation but not spelled out on the registration reminder. First and middle run together. Why?
"welcome to our world, that's a snow world today. goose bay, labrador, canada.","Welcome to our world, it's a snow world today. Oie bay, labrador, canada."
tried that. cannot figure out where to go to get it.,I tried. We can't find out where to get it.
did you get your 757 model?,Did you get your 757 model?
"why not charge for 2nd carryon instead of checked bag? less jockeying for overhead space, happier passengers, more ontime departures","Why not pay for the second door instead of checked bag? less jockeying for upper space, happier passengers, departures more on time"
doesn't purchasing ticket with a united card give me priority boarding ?,Don't buy a ticket with a unified card gives me priority boarding?
what's the status of flight 1008 bogotia-houston?,What is the status of flight 1008 bogotia-houston?
is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,is a snowboard bag included in standard baggage next to the snowboard bag?
"getting ready to book a flight to san juan. was wondering, does united waive baggage fees for military personnel. thanks.","prepare to book a flight for san juan. wonders, combines the baggage costs of the size for military personnel. Thank you."
pls follow for dm,pls follow for dm
"ah, that would explain why crew didn't seem particularly distressed when we pointed it out. it was a little startling at first.",That would explain why the crew didn't look particularly distressed when they reported it. It was a little early.
can you assign seats,can you assign seats
just added one. ty,I just added one.
pls hold ua2066 for 9 cnx pax frm ua6194. all runners. a 5 min hold will save 2 fam frm miscnx. pls. twitter is watching.,pls hold ua2066 for 9 cnx pax frm ua6194. All the riders. A 5 min hold will save 2 fam frm miscnx. ps. twitter looks.
pls follow for dm.,pls follow for dm.
"it was 3387. but we helped you with the weight issue, took your vouchers, and hopped on a flight instead.","It was 3387. but we helped you with the weight problem, taken your good and mounted on a flight instead."
can you put russell daiber (on same ticket) as well into premium eco? appreciated!,Can you put the Russian daiber (on the same ticket) as well as in the premium eco? I appreciate it!
can you get me to okc from sacramento today. dfw is now closed,Can you take me to the sacramento's oc today. dfw is now closed
"out of curiosity, when a flight is arranged, are pilots notified? there are a lot of ""pilots haven't arrived yet"" announcements.","out of curiosity, when a flight is organized, are the pilots advised? There are many ""pilots haven't been arrived yet"" ads."
yes. to boston. i was going to providence.,"Yeah, boston. I was gonna give you."
how are conditions in bos today? i'm in ua994. everything appears to be in time but i wanted to check.,"How are the conditions in the bos today? I'm in ua994. Everything seems to be in time, but I wanted to check."
same day flights,flights on the same day
i6ep18,i6ep18
dm'ed you,dm'ed you
why de-ice before taxing? maybe it ?,Why despair before taxing? Maybe?
flight 1547 cmh to ord just arrived at gate. next segment to yvr already boarding. will they hold it?,Flight 1547 cmh to ord just arrived at the door. next segment already boarding yvr. Will they hold it?
with about 25 people trying to get on flights,with about 25 people trying to get on the flights
can you change dkyde6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was cancelled flightled.,can you change dkyde6 to 4583ELgt;36 on 2/23 instead of 3636 obliquegt;606 obliquegt;36 the original reservation was for 4404 observation;36 yesterday but was cancelled in flight.
question. are departure times based off eastern central time or the time zone your actually in?,question. Are departure times based on the central time or the temporal area in which you are actually?
"was on nh10 on united ticket, rerouted to iad due to weather in jfk. can you get us home on united 5713 or 3277?","was on nh10 on a single ticket, returned to the iod because of the time in jfk. Can you take us back to 5713 or 3277?"
we need a new flight to tucson,we need a new tucson flight
sister &amp; bil stuck in detroit desperately need to be in florida flying w/ is there anything you can do?,sister &amp; bil stuck in the strait desperately need to be in the florida fly w / can you do something?
i just sent to you.,I just sent you.
"do you have plans for an ipad app? the iphone app is great, but on the ipad you have to flip the ipad. is there a beta? tks.","Do you have plans for an ipad application? the iphone application is great, but on the iPad you have to return the iphone. Is there a beta? tks."
"i tried. we were hung up on, twice. after speaking with someone, then put on hold for 45 minutes. no resolution.","I tried. We were hooked twice. After talking to someone, then put on hold for 45 minutes. No resolution."
thanks! good to know.,Thank you! That's good to know.
okay. thanks.,Okay. Thank you.
"seat 14a, flight ua895","seat 14a, flight ua895"
is it on a flight now? thanks for reply.,Is it flying now? Thank you for your answer.
it can't be delivered. it has to be held there for me to cross the border to pick up. please don't try to deliver.,it can't be delivered. I have to go to the border. Don't try to deliver.
"are you looking for european flight attendants for paris or frankfurt? best, fabrice","Are you looking for European flight attendants for betting or frankfurt? best, fabric"
need help. never got tickets. conf,need help. I've never had any tickets. conf
"some compensation (e.g. upgrade to higher class for my rescheduled flight to muc today) will be appreciated, though","a certain compensation (e.g. the upgrade of the upper class for my reprogrammed flight to muc today) will be appreciated, although"
"sorry, i accidentally populate flightd with you instead of can't wait 'til ""u"" are the only ""u"" in the sky.","I'm sorry, I accidentally stole with you instead of waiting for 'til u are the only u in the sky."
what's with the layover in canada from the ua125? is that scheduled?,What is it with the layover of the ua125 canada? Is it planned?
all set. figured it out at the baggage office!,Everything's ready. I found this in the luggage office!
i have $20 and i'll draw you a super sweet picture of your choosing. will that get me round-trip to san diego? _ui_ui it's so cold here.,I got $20 and I'll draw you a great picture of your choice. Is that gonna take a turn for san diego? It's so cold here.
download jeokoo the american app for air travelers,download jeokoo the American application for air travellers
can i get a follow? i fly with you for christmas.,Can I get a follow-up? I'm flying with you for Christmas.
phone,phone
pick,chosen.
24 seats available on the 2:15 pm from ord to rdu...i need 2 seats please,24 seats available at 2.15 p.m. of the rdu...i need 2 seats please
if i was rebooked do i have to pick up my luggage?,"If I've been booked, do I have to get my luggage?"
i am following - you need to follow me for dm?,- Do you have to follow me for dm?
just called and did it. should have earlier because i'm being sent to dca first and then to pvd. we may rent a car instead.,I just called and did. I should have been sent first to dca and then to pvd. We can rent a car.
i went from sacramento to minneapolis at the end of october 2014 in business class.,I passed from sacramento to minneapolis at the end of October 2014 in business class.
i see several economy plus can you put us in those. we don't have to be seated together,I see several savings more can you put us in these. We don't have to sit together
i see you coming to get me and in hawaii!,I see you coming to get me and hawaii!
i have a question,I have a question.
i see two flights with two seats in the morning can we get on those,I see two flights with two seats in the morning can be obtained on these
we will be at the airport first thing in the morning,we'll be at the airport first in the morning
doesn't have to be same flight 2 and 2 will work also,must not be the same flight 2 and 2 will also work
yes. on a nonstop to memphis tomorrow morning. with the snow coming in i got my fingers crossed it will go.,"Yes, on a non-stop for memphis tomorrow morning. With the snow coming, I've got my fingers crossed, I'll be fine."
traveling with 3 young kids!! chose our original flights for a reason.,trip with 3 young children! chose our original flights for one reason.
are there any upgrades avail to get us all on the same flight,are there updates available for all of us on the same flight
is flight number 1142 denver to las vegas 1125 on sunday feb 22 cancelled flighted ?,Is the flight number 1142 denver at the vegas 1125 on Sunday feb 22 cancelled stolen?
"after all i have been through on this trip, can you get me on another airline home?","after all I've been through this trip, can you take me to another airline?"
u blow,#
what's the best way to get your tickets? print off at home or go to check in desk?,What is the best way to get your tickets? printing at home or going to the reception?
why are there no early morning flights from hnl to anywhere in the continental us? example- monday 4/20. need flight to phl,Why isn't there hnl morning flights anywhere in the continent us? example-Monday 4/20. need to fly to phl
"i have requested upgrade for ewr bom flight, end of may. miles + copay. when will i know if i am upgraded?","I asked for an upgrade for the flight of bom ewr, late May. miles + copay. When will I know if I'm upgraded?"
any plans of restating nonstop service between iad and south florida? we miss our flights to fll.,non-stop service rest plans between iad and south florida? We miss our flights.
following,","
please update what is going to happen to passengers now that flt ua14 has been cancelled flightled,please update what will happen to the passengers now that flt ua14 has been cancelled flight
could really use your help getting our bags at iad. we're headed to yow but now going to yxu,"could really use your help to get our iod bags. We go to yow, but we go to yxu."
it appears there are six flights to calgary tomorrow is this correct?,it seems there's six flights to the calgary tomorrow is that correct?
do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice pls help u ask those 2 refrain?,u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice pls help u ask those 2 refrain?
is there another airport closer to calgary we can fly out of tomorrow.,There's another airport closer to the clay we can fly from tomorrow.
yes. about an hour after landing.,"Yes, about an hour after landing."
on flight 1220 right now...,Flight 1220.
can you help me get a flight out tonight to houston?just don't want to be stuck here till monday with all this bad weather moving in,Can you help me take a flight tonight at houston? I don't want to be stuck here until Monday with all that bad weather moving
hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,hoping to leave earlier than 2/23 (only the phone option) or assistance with the hotel.
i was on ua1069 today and left my sunglasses in seat 26f. please help me get them back!,I was on ua1069 today and left my sunglasses at the 26f seat. Help me get them!
who do i need to contact regrading a complaint and to get a voucher funds for future travel on united?,who should I contact the remediation of a complaint and get a good for future public trips?
lmfao,lmfao
where's the crew for ua748?,Where's the crew for ua748?
"hey, i missed my outbound flight - can i still use my return ticket?","Hey, I missed my outing flight - can I always use my ticket back?"
the opal dragon book the dragon (ali) has woven his murdering ways from the philippines to australia,the opal dragon delivers the dragon (ali) has woven his ways of murder of the Filipinos to the australia
- any way to get a message to an international flight gate at ewr? road conditions are horrible trying to get to flight ...,Any way to send a message to an international flight door to ewr? the road conditions are horrible trying to get the flight...
hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,Hello we make a world record attempt on the quantity of ballpoint pens in a collection please could you help with a pen?
can i get your service desk at iad?,Can I have your office in the Ied?
- it is possible to make a ticket change via twitter? traveling internationally and can't make calls... thanks in advance!,- is it possible to make a change of ticket via twitter? travel abroad and cannot make calls. Thank you in advance!
give me an email address and i'll send the actually screen shot to you.,Give me an e-mail address and I'll send you the photo.
also checked email you have on file for me and it is correct,as verified email as you have on the file for me and it is correct
!!!!! yaayy!!! yay prom!!!!,!!!! Yeah!
saturday this morning man dies from ebola,Saturday this morning man dies of ebola
so what's allowed or what's not allowed to be carried in my checked baggage?,What is permitted or is not allowed to be carried in my checked baggage?
"i haven't booked yet, i'm asking before i book","I haven't booked yet, I ask before I book."
since ua 1226 ord-ewr is delayed pushing it into meal time does that mean it will be catered with meals in first?,since ua 1226 ord-ewr is delayed to push it in the meal time does it mean that it will be treated with meals first?
correct? what's correct? sorry i'm lost,Is that right? What's wrong?
i'm flying ua but *g with a3,I fly ua but *g with a3
"we have developers flying down tmrw morn. w/45 min layover, there is an earlier flight to have 1.5hr layover, can move them up?","We have developers stealing the tmrw bite. w/45 min layover, there is a flight earlier to have 1.5hr layover, can move them up?"
home is calgary can you get us there without the added expense of accommodations and meals.,the house is the calgarie can get you there without the additional costs of accommodation and meals.
nope. no case id either time.,No. No case.
"a3 gold. so the international baggage limit apply when booked on 1 ticket,even for a domestic leg? what if i travel with 2 friends?","a3 gold. Thus, the international baggage limit applies when you book a ticket, even for a domestic leg? And if I travel with two friends?"
already dm you my concern. pls check.,I've already scared you. ps check.
"i'm aware, i fly a lot just sad i had to change my shoes (boots), ha!","I know, I fly a lot just sad that I had to change my shoes (boots,) ha!"
same flight number different flight. i'm heading to mpls,Same different flight number. I'm going to the mpls.
flights taking off from iad this afternoon?,flights from Ied this afternoon?
i will. i have to get to bangkok. i have just 17 days to spend with my husband in his mid deployment leave. like to get there asap,I will. I have to go to bangkok. I only have 17 days to spend with my husband on his mid-point deployment leave. like getting there
and a husband.,And a husband.
i take it as a compliment that i was mistaken several times as a member of your staff on my flight... time to remove my scarf,I take it as a compliment that I was mistaken several times as a member of your staff on my flight. time to remove my scarf
"i'm glad 1k means something, lol!","I'm glad 1k means something, lol!"
i was able to get a seat on earlier flight sfo to ind. can you add me to 6pm ord to ind?,I was able to take a seat on the previous flight sfo to ind. Can you add me at 6:00 p.m. ind?
yes. luckily i was there.,Yes. Thankfully I was there.
can you please follow for a dm?,Can you follow a dm?
i was just calling the global services help desk so via phone.,"I was calling the global services help desk, by phone."
on final. pls don't let my connection leave!!! conf# npbhd0,In the final. ps don't let my connection go! conf# npbhd0
how much does a ski bag cost to check? bag contains 1 pair is skis and one pair of poles,How much does a ski bag cost to check? bag contains 1 pair of skis and a pair of poles
no thanks,No thanks.
i got it now. wouldn't let me log on with my email. thx. here's hoping for dtw-ase without issue today,I got it now. I wouldn't let myself connect with my email. thx. I hope there's no problem today.
lounge used by,living room used
my dad booked through orbitz and due to weather he can't make it to the airport. can you help him?,My father has booked in orbit and because of the weather he can't do it at the airport. Can you help him?
to begin newark-london heathrow route on may 6,to start the newark-london hathrow route on May 6
any last minute flight deals for your cute little ??? :)))) my friday flight was cancelled flightled!!,last minute deals for your cute little one???? :))) my Friday flight was cancelled in flight!
hi have a question re future flight booking problems. dub-jac 29/9 jac-lax 8/10 lax-dub 13/10. i'm *g. what is checked bag allowance for jac-lax?,hi have a question of re-entering flight booking problems. dub-jac 29/9 jac-lax 8/10 lax-dub 13/10. i'm *g. what is checked bag allowance for jac-lax?
757 n33103 taxies departing as ua26 to newark liberty airport,757 n33103 taxis from ua26 to Newark Freedom Airport
first officer of ua 1514 checking our 757 prior to departure from ewr yesterday while on his cell. safety ???,the first officer of ua 1514 by checking our 757 before the departure of ewr yesterday while on his cell. Security? ?
lets do that can you email boarding pass?,Can you send a boarding message?
ui@united: we hope you don't miss your connection. for help with re-flight booking problems please follow us &amp; dm your confirmation. ^cpudone thx,"ui@united: we hope you will not miss your connection. for help with flight booking problems, please follow us and dm your confirmation. ^cpudone thx"
now arrives lax 8:03 am,arrive now lax 8:03 am
we are trying to go as far away from king'scollegelondon as possible for today. would you help us ?,We try to go as far as possible from the King's acollegelondon for today. Would you help us?
: page united values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.,: page unite values your tweet b/c it is so rare that they receive tweets complimenting their service. Most are false.
"if you'd love to see more girls be inspired about becoming pilots, rt our free woaw event march 2-8 at abq.","If you would like to see more girls inspired to become pilots, our free event of the lady 2-8 March in abq."
.@united i took a screenshot and emailed it to myself. let's dm and figure this out.,@.united I took a screenshot and I sent it myself. Find it.
please call me at 310-795-2210.,Call me at 310-795-2210.
"i have a voucher that expires next week, can i get an extension on it before it expires?","I have a good that expires next week, can I get an extension on it before it expires?"
you know what would be awesome? providing us with complimentary entertainment on your flights. especially those longer than 6 hours.,You know what would be great? provide us with free entertainment on your flights. especially for more than 6 hours.
san diego to chicago. leaving at 6:15 am tomorrow,san diego to chicago. starting at 6:15 tomorrow
its available online i just can't figure out how to do it to guarantee same flight,"his online available, I can't understand how to do it to guarantee the same flight"
you need to follow me so i can dm you to give you the info,You have to follow me so I can give you the information
yea i saw that i'm moving to china and have 5-6 bags will pay whatever but wanted to make sure it was ok to bring that many,"Yes, I saw that I was going to China and that I have 5-6 bags will pay everything I wanted to make sure it was good to bring so many things."
sure. follow for a sec and i will.,Of course. follow a second and I will.
airlines. on flight ua 1669. need to make ua 3781. can u hold the plane for us?,airlines. flight ua 1669. We have to do ua 3781. Can we hold the plane?
will the airline refuse my canadian passport with less than 6 months remaining validity? going to us.,Will the airline refuse my Canadian passport with less than 6 months of validity remaining? I'm going to us.
what time should i arrive at the airport for my 6:15 am domestic flight out of san diego?,What time should I arrive at the airport for my 6:15 indoor flight outside of san diego?
taxing in at,Taxation
i am going to a service desk now to see what the options are.,I'm going to a service now to see what options are.
"i have such a love hate relationship with you. some days you're good, the others you are so terribly awful its saddening","I have a hate relationship with you. A few days, you're good, the others you're so terrible that he's sad"
how can i verify if wheelchair assistance has been requested for my next flight?,How can I check if wheelchair assistance has been requested for my next flight?
i left my dildo on the plane is there any way for me to get it back?,"I left my dildo on the plane, is there a way for me to get it back?"
i have a question about my interview process i had only one interview but was the last person is that good or bad,I have a question about my interview process that I had a single interview but was the last person is that good or bad
landing in chicago - saw it once we were already airborne.,the chicago landing - saw it once we were already airportd.
it's done. if you do something to make up for it i'll tweet that too.,"It's done. If you do something to compensate, I'll tweet it too."
terminal 1 gate b3. flt 1299. then take her to terminal 5. gate m13. swiss air lx009,terminal 1 door b3. 1299. So take her to Terminal 5. lx009
any chance you'll ever do cpus on your jfk-lax like,You're never gonna make cpus on your jfk-lax.
"yes, filled out the form last year. don't have case number handy. guess i'm not cut out for the historical society afterall","Yes, fill out the form last year. have no case number. Guess I'm not cut off for the historical society after all"
i just had an interview how long does it take before you hear back,I just had an interview how long it takes before you hear it.
"(2/2) i have their name (boarding pass was in there, too). i think they might really need this. any ideas?",(2/2) I have their name (boarding pass was there too.) I think they really need that.
- sitting in seat 10d on a flight back from vegas to chicago. someone left a folder that looks important in the seat pocket. (1/2),- sitting on the 10d seat on a flight back from the old chicago. Someone left a file that seems important in the seat pocket. (1/2)
please tell me i'm going to make my connecting flight from o'hare to _ua,Please tell me I'm going to do my herd correspondence flight to _ua
lindsay and ??. darn. terrible memory on my part. i know they are headed back to iad and then pit tonight.,lindsay and?. darn. terrible memory of me. I know they're going back to the Ied and then go on tonight.
"ok, thanks for the clarification.","Okay, thanks for the clarification."
as a million mile flier i'm embarrassed to ask how long ago his launched?,I'm embarrassed to ask how long it's been launched?
how long does it take for customer feedback to respond to a complaint?,How long does it take for customer feedback to respond to a complaint?
or frontier ...,or border.
"fyi, went through this on similar flight last week.","fyi, crossed this flight last week."
assume those benefits only apply to my own reservation. any way my partner (on diff res) can use them? can we combine res?,assume that these benefits apply only to my own reservation. any way my partner (we diff res) can use them? Can we combine res?
or us air:,or we look like:
"uhuh.group trying to get out of nashville and into iad today instead of tomorrow,why be preemptive though...","group trying to get out of nashville and inject today instead of tomorrow, why be preventive."
"blood services, make your appt. today! 18009174929",Get your app today! 18009174929
"not waiving change fees with the snow storm coming tomorrow? iad is under winter storm warning tomorrow already, what's up?","do not give up the change costs with the snowstorm that will come tomorrow? iad is under the warning of the winter storm tomorrow, what's up?"
yes! i'll be sending an email to customer service today.,Yes! I'll send an email to the customer service today.
this is for a check-in luggage. employee told me not to include wheels in the dimensions.,It's for a recording bag. the employee told me not to include the wheels in the dimensions.
dmangen@visualclubconcepts.com,dmangen@visualclubconcepts.com
"if i had a ticket refunded which i purchased, for my brother to fly...could i then used the refunded credit for me to fly? respond","If I had a refund ticket I bought, so that my brother would fly. Can I use the money I'm paying for? respond"
need to add service dog to my itinerary for tomorrow,need to add a service dog to my itinerary for tomorrow
dm ed u the request num,dm ed u la demande num
"bagage which i take to in the cabin i dont need to check-in,correct?","baggage I take in the cabin I don't need to record, correct?"
exactly,exactly exactly
old school ride home to lax from houston,old school at home in houston lax
mine is gjqx6j husband is a587cw (can't dm for some reason.),mine is the husband gjqx6j is a587cw (can not m for any reason. )
"hi, we are flying into iad tomorrow evening. do you expect delays or cancelled flightlations with the snow storm?","Hey, we're flying in iad tomorrow night. Are you expecting delays or flights cancelled with the snowstorm?"
followback so i can dm plz,followed so I can dm plz
ua6357 needs de-icing! stat! we've waited our turn...,ua6357 needs deicing! stat! We waited for our turn.
yes i've boarded this way many times &amp; have never had to show my pass on the tarmac multiple times. path was railed off. only 1 way,Yes I have embarked this way several times and never had to show my passage on the tarmac several times. The path was cut off. only 1
anything yet jj?,- What else?
are the current on board food menus available anywhere online?,current food menus available all over the world?
airlines is changing its mileageplus program: winners and losers,airlines change its mileageplus program: winners and losers
"can i put sun in my carry on? rt ui@united: right now 0 would be a heat wave, so enjoy the warmth! can you bring some home? ^jju","Can I put the sun in my port? rt ui@united: now 0 would be a heat wave, so enjoy the heat! Can you take a little home? ^jju"
"it just goes round &amp; round, it's be going on for weeks,","It's going and round, it's going on weeks,"
i looked on the email chain and there is not one,I looked at the email channel and there's no one
do you also want the naming rights to my first child so i can fly home and visit with my mother and avoid more winter depression?,Do you also want the denomination rights for my first child so that I can go to my home and visit my mother and avoid more winter depression?
thanks. that means i have 30 minutes to make my international connection to hkg,Thank you. That means I have 30 minutes to make my international connection to hkg
kp i am not traveling - we trying to cheer up ms. bila.,"kp I'm not traveling - we're trying to cheer up. Oh, yeah."
workin on it. waiting on him to reply.,I work on it. waiting to answer.
i'm in another country - please cancelled flight my reservation. i've booked through swiss air,I'm in another country - please cancel my reservation. I've booked through the Swiss air
found the flight on,found the flight
dm sent.,dm sent.
"so going forward, i shouldn't be flight booking problems star alliance flights through the united app?",So I shouldn't fly booking flights with alliance flights with the unified app?
i left headphones in 2a on ua4689 from yhz-ewr. it's a long shot to see them again. but worth a tweet anyway!,I left 2a earphones on ua4689 yhz-ewr. It's a long chance to see them again. But it's worth a tweet anyway!
129 thousand fans of are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,129 thousand fans ask you to do everything you can to make him a safe flight with his luggage soon!
"ui@united: please dm details, we'd like to help if you need assistance. ^kpu","ui@united: please dm details, we would like to help you if you need help. ^kpu"
please arrange someone at the arriving gate of flight 5957 to chicago for either a refund or first class upgrade,please arrange someone at the arrival door of Flight 5957 to chicago for a first class refund or upgrade
just emailed jim compton and jeff smisek so hopefully you pay attention now,"jim compton and jeff smisek, I hope you're paying attention now"
do miles earned with explorer card count toward lifetime miles?,the miles earned with the explorer card count towards miles to life?
what do i do if something is missing from my checked baggage?,What if something misses my checked baggage?
frontier is currently offering their weather exceptions for this weekend. when is united?,currently offers weather exceptions for this weekend. When is he unified?
done,made
past,past
will you be issuing an exception policy for denver for this weekend?,Are you going to publish an exceptional policy for this weekend?
"i need a breakdown of what the ""international surcharge"" on my flights cover. please help","I need a breakdown of what the ""international charge"" on my flights. Please."
flight on 2/23. thx,flight on 2/23. thx
based on suggestions from other passengers i have a rental car on standby for 11:30. one way or another will be leaving then.,based on suggestions from other passengers I have a rental car waiting for 11h30. in one way or another will then leave.
gives belfast a with the new unmissable format,give belfast a with the new invalid format
"how did you save the $200 on checked snowboard? trying to check in this morning, website wants $200! (prem.gold)","How did you save the $200 on the verified snowboard? trying to check this morning, the website wants $200! (prem.gold)"
"traveling from fra thru iad to mco tomorrow, concerned abt iad weather. can't change until advisory issued? any advice?","Traveling from fra thru iad to mco tomorrow, concerned Abt iad's time. Can't change until a notice is issued? advice?"
who can i contact about requesting a charity donation?,who can I contact to ask for a charitable gift?
i need a customer service manager to contact me please,I need a customer service manager to contact me.
"will do, cheers",Will.
"yes. houston int'l, bush.","Yes. houston int'l, bush."
hi. my 2/23 flight from cun-ewr shows a departure of 2:55pm on my united app. can you confirm? doesn't look correct. thanks.,Hello. my flight 2/23 of cun-ewr shows a departure of 2:55pm on my unified application. Can you confirm? It doesn't look right. Thank you.
will do! thanks!,It's okay! Thank you!
to start 3xdaily flights from to on 4jun,start 3 daily flights from to 4jun
[checked in + boardingpass w/no checkin bagage] guess i'm all set.,[checked in + boardingpass w/no checkin bagage] guess I'm ready.
just kidding with you i'll send you my stuff now. thanks,I'm joking with you. I'm sending you my stuff. Thank you.
tremendous. what would you recommend?,Great. What would you recommend?
lets see of we can do this today! hoping for an on-time dept,Let's see this today! hoping for a sampling
pre-dawn flight to from annual trip. now.,pre-detentious flight from annual travel. Now.
"got it, look forward to hearing from you soon",I can't wait to hear you.
i'll be impressed if i actually get a response! _ui,I'll be impressed if I really have an answer! _ui
hi i left my asus tablet on flight to heathrow from newark on 16th feb and wondered how long it takes for someone to check if found?,"hi, I left my asus tablet on the flight to the Newark propeller on February 16 and asked me how long it took for someone to check if found?"
any chance you are allowing reflight booking problems yet for travel out of denver this weekend due to impending storm?,You have a chance to leave reflight booking problems to travel out of steam this weekend due to the imminent storm?
hello. i got off a flight a few months ago and constantly think about your peanuts. is there anyway you could send me some?,Hello. I left a flight a few months ago and I'm constantly thinking about your peanuts. Could you send me some?
round trip*,round trip*
thanks. not tonight it would seem.,"Thanks, not tonight."
"i have a lh return business ticket from den to fra.if i fly domestic with you,bag can be checked through to fra,no need to claim?","I have a business ticket back from den to fra. If I fly with you, we can check the bag, don't need to ask?"
"also, a united phone representative just asked me for my web password. is that normal?",a representative of the uni phone asked me my web password. Is that normal?
what is your plan to reduce delays?,What is your plan to reduce delays?
i'm searching for flights to redeem with miles and getting different search results with 2 user accounts. any reason why?,I search for flights to buy back with miles and get different search results with 2 user accounts. Why?
what's your phone number? customer service question.,What's your phone number? customer service question.
- kids left a kindle fire hd 6 onboard ua1037 (ord-sfo) today. row 9abc-def (we had the whole row amongst the 5 of us). help...,- the children left a hd 6 wood fire aboard ua1037 (oud-sfo) today. line 9abc-def (we had all the line among us 5.)
"surprised to go from 1k last year to nothing this year. what happened to the ""soft landing"" policy of no more than 1 level?",surprised to spend 1k last year at nothing this year. What happened to the rapid landing policy of a maximum level?
(2/2) pay in person at portland airport. i will be flying from perth. this has been done by us air.,(2/2) pay in person at the portland airport. I'll fly from the outskirts. It's done by air.
what do you have in mind?,What do you have in mind?
i understand why the pilot would get on the plane but why 1st class? there were 5 empty coach seats near me? i'm a premier 1k?,"I understand why the pilot would be on the plane, but why the first class? There were five empty seats near me? Am I a first 1k?"
"can someone at the airport in portland, or buy a ticket to be picked up and used 2days late flightr by other from perth, australia? thanks","someone at the portland airport, or buy a ticket to be picked up and used 2 days delay to fly by another from perth, australia? Thank you."
what happens on 9:11 a.m. of 9/11 2spooky 4me m8 such spook much scare,what happens on 9:11 hours of 11 September 2spooky 4th m8 such spook a lot fear
let's go! join me on my first trip back to nycu_as a tourist:,Let's go! Join me on my first trip to nycu_as a tourist:
is z and d code airfare refundable?,Is the code airfare refundable?
"no, didn't notice i was 38a until start of boarding. assumed i was 8e. by time boarding started, gas had cleared standbys, full flt","No, I didn't notice that I had 38a until the start of boarding. I had 8th. when the boarding started, the gas had cleared moorings, full flt"
want to book a multi-city fare. have miles for 1of 2 flights. an option to pay for 1st flight with miles +2nd with ump visa? thanks!,I want to book a multi-city rate. have miles for 1 of 2 flights. an option to pay the 1st flight with miles +2nd with an Arbitrary visa? Thank you!
your flights are really cheap what's the catch,your flights are really cheap what is taking
