0,1
can't wait!!! 787!!!,I can't wait! 787!
love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied,We told you that you were going to pay us back when you couldn't get us out of a hurricane's way to deny it
thnx!,thnx!
"aw, thanks for the kind words. totally makes these extra 6 hours sitting in an airport soooo much better.",Thank you for the kind words. It's been six more hours sitting at a soooo airport much better.
"as u might imagine, this former pilot was particularly touched by the gesture. please let the fo know","As we could imagine, this former pilot was particularly affected by the gesture. Please let him know."
just sent - thank you!,- Thank you!
good fly!!,Good fly!
"thanks, i made it.","Thank you, I did."
thanks! just dmed hn.,Thank you! It's just a little hard.
enjoyed lounge so much i almost missed my flight!,I enjoyed the living room so I almost missed my flight!
"hi, flight 1051. if i try and book a new one way, flight departure shows up as 3:55pm which seems accurate.","Hi, vol. 1051. If I try to book a new way, the flight departure is at 3:55 p.m., which seems right."
please send me the link/email to formally compliment irene in slc on some of the best customer service ever.,Please send me the link/email to formally compliment irene in slc on some of the best customer services ever.
thnx ^lo,thnx ^lo
in spite of flight delay great customer service provided by janet and baggage employee karen. you have 2 wonderful employees united.,despite the delay in large-scale passenger service provided by janet and the Karen baggage employee. You have 2 wonderful employees united.
always makes our cross country flights rad. here's baby flier charlotte!,always makes our cross-country flights. This is the baby-flic charlotte!
to on my way to _uoe_uaa_ua_uoe_uaa_ua_uoe_uaa_ua,on my way to uoe_uaa_ua_uoe_uaa_uaoe_uoe_uaa_uaa
-huge kudos to the fo of sunday's flt sjo-iad. handed my daughter her first pair of wings! keeping traditions alive.,- kudos to the sun's enemy. gave my daughter his first pair of wings! Keep the traditions alive.
awesome new plane flight 1701,impressive new flight 1701
"flt 912. capt herman is amazing! came out before flight to play ""ask the captain anything."" wonderful ambassador to the airline!!","912. Captain Herman is amazing! went out before the flight to play ""shall you ask the captain anything."""
thank you for a wonderful global first class flight on your 777 to fra. great service. (cont),Thank you for a wonderful first-class world flight on your 777 to fra. Great service. (continued)
"thank you united! ui@united: that's a beautiful place to stay a day longer. have you been re-booked? if not, let me know. ^mnu","Thank you. ui@united: this is a nice place to stay longer. Have you been booked? If not, let me know. ^mnu"
alright thank you. much appreciated.,Thank you. very appreciated.
"thanks yup i'm all set. it happens. slc ground staff were prompt, helpful and courteous.","Thank you, I'm ready. It happens. Slc soil staff was fast, helpful and courteous."
thank you so much. how will you be able to contact me?,Thank you very much. How can you contact me?
maybe on my return trip _uo,Maybe on my return trip _uo
"i got it at the gate, thanks for checking!","I got it at the door, thanks for checking!"
i especially like how you upgraded three of your crew members to first class instead of passengers.,I particularly like how you improved three of your crew members to the first class instead of passengers.
"please do! she went above and beyond what she had to do, she made us her number one priority!","Please do it! She went above and beyond what she had to do, she made us her first priority!"
you guys are awesome! thanks!,You're great! Thank you!
thnx,thnx
anna palm springs gate 19 deserves a medal! handled 30 ppl missing flights like a pro!,the 19 palm spring door deserves a medal! handled 30 ppl missing flights like a pro!
great customer service again. thanks!,great customer service again. Thank you!
"thanks, that would be awesome.","Thank you, that would be great."
nawww. united is my fave airline.,nawww.uni is my airline fave.
ui@united: we hope to see you on board soon and thanks for the tweet. ^eyu _uo_uo,ui@united: we hope to see you on board soon and thank you for the tweet. ^eyu uo_uo
"thanks, keep up the good work","Thank you, keep the good work"
4 reflight booking problemss in last 2 days and each time united wait time was &lt;5 seconds! kudos to you for excellent customer service!,4 reflight booking problems in the last 2 days and whenever the uni waiting time was &lt; 5 seconds! kudos to you for an excellent customer service!
sent you my confirmation via dm. thank you very much,I sent you my confirmation via dm. Thank you very much.
that would be great - 1k us651621,That would be great - 1k us651621
just got my lost kindle in the mail! thanks again.,I got my kind lost in the mail! Thank you again.
leaving soon. thanks!,I'm leaving soon. Thank you!
"had wonderful, on time flights from ogg to msn lost rx eyeglasses (thick) in the admiral club in chicago this morning. found?","had wonderful, on flights in time from ogg to msn lost sight glasses rx (chick) in the Admiral club at chicago this morning. Found?"
"got it right with the safety demonstration! corporate but funny, reserved but not corny as au_","It's good with the security demonstration! but funny, reserved but not horned as in__"
thanks for the reply. i have been in contact with customer care to get clarification on this issue.,Thank you for the answer. I was in contact with the clients to obtain clarification on this issue.
thanks for the help. wish the phone reps could be so accomidating,Thanks for the help. if the telephone representatives could be so accommodating
"i'll stick with my united flight. thanks, though. effort is much appreciated.",I'm gonna stay with my one-way flight. the effort is very appreciated.
"fair enough. i don't usually rant, but it's good to know someone's listening.","Just enough. I usually don't wait, but it's good to know someone's listening."
thank you for the delta transfer. will my bags go too?,Thanks for the delta transfer. My bags too?
ui@united: happy to have had you on board. please share details here: ^kpu done!,ui@united: happy to have had you on board. Please share the details here: ^kpu done!
we were able to get on the moon flight! just got to our hotel in puerto rico! thank you!,We could have taken the moon flight! I just joined our hotel in puerto rico! Thank you!
great! appreciate it_u_,Great!
"i was well taken care of, thanks. i've already been sent a survey request &amp; i'll share my positive experience (despite delay)","I've been well taken care of, thank you. I have already been sent an inquiry request and I will share my positive experience (disorder)"
thanks! everything a-ok now.,Thank you! Everything that's right now.
dm sent. thanks so much for the strong customer service!!,dm sent. Thank you very much for the strong customer service!
ok thanks. i sent you a dm too. you can disregard that.,Thank you. I sent you a doctor too. You can ignore that.
so excited i was put on an earlier flight to get home! woo hoo! _u_a_u_a_u_a,so excited that I was put on a previous flight to go home! woo hoo! u_a_u_a_u_a
perfect! thank you!,Perfect! Thank you!
has the best pilots ever thank you guys for the great trip,has the best drivers ever thank you guys for the big trip
i will thank you!,Thank you!
thanks for making sure they hear the message!,Please make sure they hear the message!
my home for the next 8.5 hrs. 777 gfc!,My house for the next 8.5 hours. 777 gfc!
thank you.,Thank you.
"i have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). congrats",I must admit that not only is the application good but have a lot of useful func (such as the live seat card).
kind of cool to run into your boss man at sfo.,It's cool to get into your boss to sfo.
got a call. bag is to be delivered tonight. thanks for your reply!!,I have a call. The bag must be delivered tonight. Thank you for your answer!
global first class lounge ord menu. yummy!,world menu first class lounge. Slim!
pleasantly surprised with quality of service and flight.flew lga-cle-den. friendly crew. love the concept of,pleasantly surprised by the quality of service and the flight. I stole lga-cle-den. A friendly crew. love the concept of
thank you. i will address it with them,Thank you. I'm gonna talk to them.
so sorry. i ended up on us air flight. thank you though for getting back to me:),"Sorry. I'm done in flight. Thank you, however, for bringing me back:)"
great way to start my vacation with an on time departure! looking forward to my global first class suite!,great way to start my vacation with a start on time! look forward to my world-class suite!
thank you for responding so promptly! i look forward to the 240 kms drive to the office to file a claim.,Thank you for responding so quickly! I look forward to the 240 kms route to the office to file a claim.
that would be great,That would be great.
you're welcome.,You're welcome.
flt 1583 ewr to sfo excellent service. friendly flight attendants. made the 6am flight a very good start to the day.,flt 1583 ewr to sfo excellent service. Officers on board. made the 6-hour flight a very good start to the day.
yes ! (y) from on instagram,Yes! (y) on instagram
joni did a great job on flight 5653 to lax. thanks for a great flight.,joni did an excellent job on flight 5653 to lax. Thanks for a great flight.
so far so good. just stepped down in denver. next stop portland!,so far. I went down to the denver. Next portland stop!
on-call to in-flight! glad to have been of service!,Flying! I'm glad I was on duty!
flight attendant regains karma by giving big sweaty dad cold water. guy was running &amp; carrying his daughter. last one onboard.,The onboard agent finds karma by giving a big dad sweating cold water. The guy ran and wore his daughter. Last one on board.
i just want shout out a thank the pilots and staff on the feb 13 flight from newark to boston at 4:40pm. they were super helpful!,I just want to shout a thank you for the pilots and staff on the 13th February flight from Newark to boston at 16:40. They were super helpful!
keep the flights cheap and early/on time and you are good. flew and cancelled flightled my flight 4 times last month. united&gt;,Keep flights cheap and early/on time and you are good. stolen and canceled my flight four times last month. unidentgt;
message sent. thank you!,message sent. Thank you!
followed and messaged. thanks so much for the help.,Follow-up and release. Thank you so much for helping.
thanks jt,Thank you.
thank you! off to la to do something very special.,Thank you! To do something very special.
thank you!! _u_,Thank you! u
thanks for the quick reply! i just fill in the form,Thank you for the quick answer! I just completed the form
that's fine. i'll take them.,It's okay. I'll take them.
thank you! my second flight i already got bumped up to 1st! love it!,"Thank you! My second flight, I've been to the first! I love it!"
"all goods, i'll call tomorrow, thanks.","I'll call tomorrow, thank you."
omg thank u_ue_ue_ue,omg thank u_ue_ue
please give special thanks to aaron in tampa office for helping me for literally two hours! he's amazing. mission accomplished!,Thank you to Aaron in the tampa office for helping me for two hours! He's amazing. mission accomplished!
did i win,I won.
flight to rsw tonight -me &amp; twin 3 year olds. a pilot who was in row by me stayed to help me get the boys &amp; bags off. lifesaver!!,flight to rsw tonight - me &amp; twins 3 years. a pilot who was in line with me stayed to help me get rid of the boys and the bags. Savior!
"yes, thx! at 10:35 (landed at 9:20).","Yes, thx! at 10:35 (the earth at 9:20. )"
i forgot that intl flights out of lax don't go from intl terminal! easiest re-check in ever! woo!,I forgot that intl flights out of lax don't go from the intl terminal! Re-check the most easily! Whoa!
"okay, thank you for your help",Thank you for your help.
thanks,Thank you.
"is the best way to re-unite me with my one true love, shopping in usa's fashion capital","It is the best way to get together with my unique love, to go shopping in the masa fashion capital"
"okay - thanks for your help, jt! i appreciate your time!",- Thanks for your help. I appreciate your time!
"was there few weeks ago awesome,bright vibrant, and no habitrails","was there a few weeks ago impressive, brilliant, and no decor"
"no worries - after everyone boarded, the cushions were brought in. took a while, but they made it here.","No worries - after everyone has boarded, the cushions have been brought. They did it here."
"very good flight, thank you!","Very good flight, thank you!"
"yes lounge is fantastic, if only the us ones could be remotely similar!","Yes, the living room is fantastic, if only us, we could be at a similar distance!"
"thanks, i will!","Thank you, I will."
is officially my favorite airline. they have created magic for me all day!!!,is officially my favorite airline. They created magic for me all day!
"we had a wonderful flight attendant named leah that was with us from lga to den, then den to anchorage!","we had a wonderful shipman named leah who was with us from lga to den, then den to anchor!"
i was protected on that flight by gate agent kerry at las. she also did an excellent job getting me to my destination today. thanks!,I was protected on this flight by the door agent at las. She also did a great job to get me to my destination today. Thank you!
"your staff, both on deck and in the cabin on ua768 sfo -&gt; bos were exceptional today. please tell them well done","your staff, both on the deck and in the cabin on ua768 sfo &gt; bos were exceptional today. Please tell them."
"landing in anchorage, then on our way to fairbanks!","land in anchorage, then on our way to fair banks!"
thnx,thnx
"i will admit, you've been rather good to me over the years. you've still got me hooked. (for now!) peace.",I admit you liked me for years. You hung me again. (for now!) peace.
it's kinda funny. no worries.,That's funny. No worries.
great. looking forward to your response to my dm then,Great. waiting for your answer to my dm
thank you for getting our daughter home when cancelled flightled all their flights to nashville,Thank you for bringing our daughter home when they stole all their flights to nashville
"thanks for the re-upgrade to 1st class. it may be a 45 min flight, but it is appreciated.","Thank you for reclassification to the first class. it may be a 45 min flight, but it is appreciated."
done thnx,made thnx
"honestly, i stopped trying to report things via website. now i just laugh. flights work. miles accrue. i'm sure it's just cosmetic.","honestly, I stopped trying to report things through the website. Now I'm laughing. The flights are running. The kilometers accumulate. I'm sure it's just cosmetic."
"houston-bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family","the houston-bogota boarding again, safety first, it seems that the mechanics have corrected the problem more quickly, good energy to fly home/family"
have reported it. still in istanbul at the moment apparently. on the other plane haha. hats off to the pilot!,I brought it back. still in istanbul right now apparently. On the other haha plane. He's going to the pilot!
"hey awesome! thanks for the reply, will be filling the form out!","Great! Thank you for the answer, will be completed the form!"
"they are all -pilots, fa and ground personnel doing a great job. weather is to blame... who do i talk to about that","they are all - pilots, fa and ground staff doing an excellent job. Time is to blame. Who I'm talking to"
will have to try standby in denver tonight or will have to cancelled flight father son trip till next year. thx for trying.,will have to try to stay out tonight or have to cancel the flight father's trip until next year. to try.
"well, thanks for not charging me for switching my two cancelled flightled flights anyway. that was pretty nice.",Thank you for not having me change my two cancelled flights. It was pretty.
well it is john hughes' birthday. but i will stick w the plane &amp; hold off on trains &amp; automobiles. gate workers are doing well.,It's the anniversary of john hughes. But I'm gonna stick the plane and hold on trains and cars. Door employees are doing well.
thank you! love united!! have 4 flights today!,Thank you! Unified love! 4 flights today!
"just did, thanks for checking!","That's right, thanks for checking!"
fantastic job by your people today on ua22 from dublin. a jam packed plane but the crew was wonderful!!,"a fantastic work of your people today on ua22 dublin. A jam plane, but the crew was wonderful!"
can i just go ahead and live in your premium cabins? i'm in heaven now en route to lhr,Can I continue living in your premium cabins? I'm in paradise now on my way to the hr
thank you!,Thank you!
thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.,Thank you - it is very useful to understand that the reduced price seats that are sold at the registration have priority on the certificates.
thank you margo at houston's bush intercontinental for getting me home earlier.,Thank you to margo from the intercontinental houston bush for bringing me home earlier.
"sweet, follow back and i'll get the dm off",Follow me and I'll get rid of the dm.
all good! next flight was a little delayed so it all worked _uo,It's all right! the next flight has been a little delayed for everything to work _uo
boeing 777 star alliance short finals 27l on an amazing winters morning,boeing 777 stars short final 27l alliance on a wonderful winter morning
i am blown away by stellar !! thank you &lt;3,I'm blown by stellar!! Thank you &lt;3
you have the nicest gate attendant at newark airport gate 101 right now. multiple delays and she is still pleasant with everyone.,You have the most beautiful gatekeeper at the door of Newark 101 airport now. several delays and it is always pleasant with everyone.
"thanks for explanation. it seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs.","Thank you for the explanation. it seems to be a strange incentive structure, tho, because it significantly reduces the value of the certs."
it's amazing really.,It's really amazing.
"thank you. there was one here a few months ago, but none now. weird you don't have a club in one of the busiest airports in the us.","Thank you. There was one here a few months ago, but not now. You don't have a club at one of the most frequent airports."
"flew ord to miami and back and had great crew, service on both legs. thanks","stole ore from miami and back and had a large team, service on both legs. Thank you."
no worries your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday,"no worries your customer service gets a bad wrap, but just spoke w agent who saved me huge amounts of time &amp; apology for yesterday"
thanks to supervisor miriam who provided me with great customer service.,Thanks to m. miriam who provided me with excellent customer service.
-today the staff msp took customer service to a new level. my father passed away last night &amp; you helped me get home today! thanks,"- today, the staff took customer service to a new level. My dad died last night and you helped me get home today! Thank you."
"great, thank you!","Great, thanks!"
club in denver is dope _uoi,club in denver is dope _uoi
sorry to hear outsourcing plan. boise is best staff/cust service in the country.,Sorry to hear the outsourcing plan. Wood is the best personal/client service in the country.
"cool, thanks.","cool, thank you."
you delayed a connection for customer service today now i'll be able to pay my final respects to a dear family member. thank you,You have delayed a connection for customer service today I will be able to pay my last respects to a dear family member. Thank you.
you guys have such big hearts.. keep up the good work,You have such great hearts. Keep the good work
received my bag. i appreciate taking care of the matter and following up!,I got my bag. I appreciate taking care of the question and following!
:take note of this great example of actually making good for an extremely inconvenient situation.,: take note of this great example of doing good for an extremely inappropriate situation.
"that made me so mad, but then i called the bag number, and that person was helpful and told me where the bag really was. (2/2)","I said the bag number, and that person told me where the bag was. (2/2)"
the only thing you fella have done right today is get me to the pacific time zone.,The only thing you've done today is to get me into the time zone pacifice.
big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival,wholesale the 644 driver to turn 1 hour on the tarmac at only 20min arrival delay
sivi stewart at lax was fantastic tonight helping to find a lost item for us at the airport. much thanks!,sivi stewart à lax was fantastic tonight to find a lost article for us at the airport. Thank you!
got me home amid snow &amp; cancelled flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. thank you!,brought me home in the middle of the snow and the flights cancelled; bag delivered with/or hassle; no wait on the phone and a upgrade. Thank you!
"cc ui@united: weuare bringing bourbon st. to 35,000 ft. with bold flavors, fresh ingredients and more dining options""","cc ui@united: weuare bringing bourbon st. to 35,000 ft. with bold flavors, fresh ingredients and more options for meals"""
"be ""chicago's hometown airline"" care about your neighbors",being the airline of the home town of chicago
give cyndi &amp; troy each a gold star.,give cyndi &amp; each one has a gold star.
our flight attendant was super helpful in finding a bag we left on a flight today. excellent customer service. name fits.,our flight attendant was great to find a bag we left on a flight today. excellent customer service. The name matches.
and they were traveling as guests of a mileage plus member using that members miles. great customer service.,and they were traveling as guests of one kilometre plus member using these miles members. excellent customer service.
"bringing your ""a"" game with premium cabin dining. nice!",bringing your game with a premium cabin meal. Good!
- i think she was having a rough moment w/ a bad passenger from an earlier flight. things got considerably better. thanks!,- I think she had a difficult time with a bad passenger from an earlier flight. things have improved considerably. Thank you!
"awesome. thx. and thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!","Great. thx. and thx to answer so fast, sure hell beats 80s cheeze hold the music!"
thanks for not getting my businessfirst priority tagged bag onto my connecting flight at ewr despite a 2+ hour layover. nice job,Thank you for not having my company first priority labeled bag on my correspondence flight to ewr despite a 2+ hour layover. Good job.
"amazing flying over 25,000 miles on &amp; alliance last year; still got jilted out of status!","amazing flying over 25,000 miles on &amp; alliance last year; Always unsuccessful!"
"she met me from customer service at the arrival of flight ua3787 pvd-iad. thanks, you guys have really handled this storm!","she met me with customer service on arrival of the flight ua3787 pvd-iad. Thank you, you really handled this storm!"
ooh thanks!,Thank you!
thanks for all the help! totally appreciate it and you made it super easy too,Thank you for all the help! quite enjoy and you made it super easy too
thanks!,Thank you!
elizabeth at washington dulles just hooked me up with a new connecting flight at my gate! i'm super pleased!,Elizabeth at washton hung me with a new connecting flight at my door! I'm so happy!
thanks!,Thank you!
jt thanks for your help iuall complete the form once we are back home,Thank you for your iuall help completing the form once we are back
you might be dealing with frustrated passenegers. hope you all have a great day thank you very much for an amazing airline,You might have to deal with frustrated smugglers. I hope you all have a good day thanks a lot for an incredible airline
thank you! i wish the lady in little rock had told me that in the morning when i asked her,Thank you! I'd like the little stone lady to tell me in the morning when I asked her
"thank you for the speedy response! i figured it may be something of that nature. you guys and your ""fine print,"" haha","Thank you for the quick answer! I thought it might be something of this nature. you and your ""fine print,"" haha"
holy high speed internet batman! speeds at united club at iad are insanely fast! thanks,batman high speed internet! The speeds at the unied club are crazy fast! Thank you.
thanks for the timely service &amp; great staff getting my wife and me to and from cancun this past week for our honeymoon.,Thank you for the timely service and the great staff who brought my wife and I to and from cancun this week for our honeymoon.
"done just now, thanks.","It's done, thank you."
thank you! _u_,Thank you! u
sure did! only waited about 15min. yay!,Of course you do. I waited 15 minutes.
took this picture on thursday.,took this photo on Thursday.
is expiring the offer to buy or transfer miles with discount? many offers during a year,expiring the offer to buy or transfer miles with discount? many offers for one year
looks like i'm settled in to where i'm going. thx.,I look like I'm moving in where I'm going. thx.
"thanks, ^kp. please also mention the quiche breakfast and tandoori chicken dinner entrees and accompaniments are truly first class.","Thank you, ^kp. Please also mention the quiche breakfast and the tandoori chicken supper entries and the accompaniments are really first class."
"on a good note, the 2 employees i encountered newark were fabulous. i was very late flight for my connecting flight and they got me on!!!","On a good note, the two employees I met newark were fabulous. I was flying very late for my correspondence flight and they took me!"
"doing a good thing, holding flight for a few for 11 peeps on late flight connecting flight. we'll still make destination on time","do a good thing, hold a flight for a few for 11 pennies on the late correspondence flight. We'll always make the destination in time."
stay warm - i will be passing through chicago next week,stay warm - I'll go to chicago next week
wifi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and late flightncy) to recent experiences.,Wi-Fi on board 737-800 far superior in prices and performance (width bandwidth by user and late flight) to recent experiences.
thankful for great service in newark. seats fixed and i was seated with my daughter! fab landing in fort myers!,grateful for a great service in newark. I was sitting with my daughter! A landing in the strong myers!
brandi zabsonre in denver deserves a raise for bringing delight into a terrible travel situation. big ups,brandi zabsonre in denver deserves an increase to bring pleasure in a terrible situation of travel. big ass
"pleasantly surprised to find ana has made major upgrades on their transpacific route in flights, planes and service","pleasantly surprised to find ana has made major upgrades on their transpacific route in flights, aircraft and service"
"no worries about the tweets. we all should do what we can to make sure we, as in your tag line, ""fly the friendly skies.""","No worries about the tweets. we should all do what we can to assure ourselves, as in your line of tags, ""fly the friendly heavens""."
i am thankful to the united ground staff who put me in the last seat on the last flight out. home late flight is still home!,I am grateful to the ground staff who put me at the last seat on the last flight. The late flight is still home!
i appreciate the follow up.,I appreciate the follow-up.
thank you for the new club at o'hare. very comfortable. you made the difficult weather days proficient and enjoyable.,Thank you for the new o'hare club. Very comfortable. you have made the weather days difficult and pleasant.
"new apple cripe, amazing! live from ua1207. really nice crew too. has biscuits, ua needs them 2","New apple, amazing! live de ua1207. That's very nice. a biscuits, ua needs 2"
thank you so much completely made things right!,Thank you very much.
love them! always get the best deals!,Love them! always get the best deals!
thx. make it right. help meagan fouty brancato fl#2771 dfw gate 4 preboard w/kids - b4 group a please. please.,thx. Do it well. help meagan fouty brancato fl#2771 dfw gate 4 preboard w/kids - b4 group a please. Please.
thanks southwest for saving our trip. my sweetheart isn't going to miss seeing thanks to y'all!,Thank you to the southwest for saving our trip. My love will not fail to see thanks to you all!
"never mind, i moved my flight to tomorrow. thanks for the help!",I moved until tomorrow. Thanks for the help!
i managed to get sorted out over the phone. good luck dealing with the snow in texas!,I managed to sort myself out by phone. Good luck with the snow in texas!
weather bc of system outage. hopefully everything goes smoothly now. thank you for follow up,system failure time. Hopefully everything's fine now. thanks for the follow-up
i used to always fly southwest.,I was still flying southwest.
thank you for your awesome flights. sweetheart got screwed on managed to scramble and get a sw plane today. !!!,Thank you for your impressive flights. My heart got screwed and took a marsh plane today. !!!
thanks so much!,Thank you very much!
round-trip tickets just arrived for our auction at the post-masters invitational! thanks southwest!,return tickets just arrived for our auction at the postmaster invitation! Thanks to the southwest!
tv stream means i get to spend my flight watching 1999 and 2011 women's world cup finals.,tv feed means I'm going to spend my flight watching 1999 and 2011 the finals of the women's world cup.
i'd at least enjoy a free cocktail...or two.,I'd like at least a free cocktail. or two.
i agree! rt one airline is the fly-away favorite at dia,I agree! rt an airline is the preferred diaper flight
"""airport snow removal method keep up the good work folks, this is where cessna's become 747's!","""the method of snow removal from the airport keeps the good people working, that's where Cessna became 747's!"
thx for your quick response and action! bf will make good use of the voucher,thx for your quick response and action! bf will make good use of the good
thanks! sent a dm to you. let me know if oyu need any additional information.,Thank you! I sent you a doctor. Tell me if oyu needs more information.
"strives to be 'customer centric' in everything they do - communications, advertising, customer journey, etc.","strives to be ""centrist"" in all they do - communications, advertising, customer travel, etc."
customer centricity is knowing people,the centricity of customers knows people
ok thank you i hope so too,Thank you.
"4 moms, 4 careers, 1 day trip to la.","4 moms, 4 careers, 1 day trip to the hotel."
"is the best airline hands down. amazing customer service, bags free and affordable flights.","is the best airline. amazing customer service, free and affordable flight bags."
thanks to ella-mae at las counter for going above and beyond to help us get back to abq after our flight was cancelled flightled!,thanks to ella-mae at the las counter to go above and beyond to help us get back to abq after our flight was cancelled!
thank you for taking good care of people with als!,Thank you for taking care of people with als!
has the smoooothest flight attendants.,has the best on-board agents.
thank you for the tip!,Thanks for the advice!
thanks to your team for dealing with flight 1700 to houston.,thanks to your team for the 1700 to houston flight.
"bumped me to preboard on both flights (because i'm fat?) whatever the reason, thanks!","I hit the two flights in advance (because I'm fat?) whatever the reason, thank you!"
- we left ipad in a seat pocket. filed lost item report. received it exactly 1 week late flightr. is that a record?,- we left the iPad in a pocket. Lost article report. received it exactly 1 week late flight. Is that a record?
can anyone help me upgrade to buisness select !? cant seem to get hail of the right area at all .. i know you guys are good,Can someone help me upgrade to select buisness!? I know you're good.
"loving the new planes and the lighting, only wish windows were larger.","loving the new designs and lighting, only the desired windows were larger."
cool shot of the moon and one of your fleet,cool moon shot and one of your fleet
looking forward to flying once again with on friday! the airline.,look forward to flying again with Friday! The airline.
i love this airline so much! thanks so much! the service is great! the snacks are amazing! everything is outstanding thanks!!,I love this company! Thank you very much! Service is great! The snacks are amazing! Everything is exceptional thanks!
had a great flight to and from cabo last week with my family,I had a good flight to and from cabo last week with my family
_uo_uo_uo on that late flightst ad. makes me happy to be flying you in a few days.,uo_uo_uo on the late announcement of volt. I'm happy to steal you in a few days.
the fact that u see black history month 12 months a year is honorable! we will be an economic base for corp. like u in future!,the fact that you see the black story month 12 months a year is honorable! We'll be an economic base for corp. like u in the future!
what an awesome flight dallas 2 ny. virgin america refused bc of my child's peanut allergy but u guys didn't. thanks! _uo_u_,"What a super flight dallas 2 ny. The virgin america refused bc of my child's peanut allergy, but the u guys didn't. Thank you! uo_u"
"in flight wifi + wifi calling makes for the best combination. who doesn't love texting 40,000 feet in the air","in wifi flight + wifi call made for the best combination. who doesn't like to write 40,000 feet in the air"
great day in the air.,A day in the air.
thanks!,Thank you!
"thanks for two smooth, safe and fast flights!","Thanks for two smooth, safe and fast flights!"
/i really love your customer service lou ann in phx rocks. thanks sw. ourguest,/I really like your customer service lou ann in phx rocks. Thank you.
"katie, gate c47, denver international, fantastic customer service helping me and 2 new flyers; thx for amazing staff!","katie, gate c47, international denver, fantastic customer service help me and 2 new flyers; thx for incredible staff!"
crew on flight 206 is awesome! tell them i sent this tweet and maybe they will give me free wifi...,The crew on Flight 206 is great! Tell them I sent this tweet and they'll give me the free wifi.
thankyou :))_u,Thank you :_) u
happy to enter your sweepstakes again,happy to enter your sweeping catches again
thanks for the great customer service today! _uo_uoi,Thanks for the great customer service today! uo_uoi
beyond ready,Beyond status
is my favorite airlines. i've never had issues with them. plus there crew is entertaining.,It's my favorite airlines. I've never had any problems with them. The more fun the crew is.
your flight attendants are really funny!! the sass is giving me life!!! _ua,Your flight attendants are really funny! The sass gives me life! - You're right.
following. thank you.,Next. Thank you.
it's all good. thanks!,It's all right. Thank you!
thank you,Thank you.
oh no worries. just have never seen that before until today. i meanu_it is a great card _uu,"Oh, no worries. I've never seen this before. I mean it's a good card _uu"
thank you thank you thank you!!! my last attempt to win tickets was a success! i could not be happier!!,"Thank you, thank you! my last attempt to win tickets was a success! I couldn't be happier!"
flight 1700. (phx to lax) wheels stop. glad to be home! thanks to the professionals both up front and in the cabin!!!,Flight 1700. (phx to lax) wheels stop. Glad to be home! thanks to professionals both in front and in cabin!
eyes next steps for improving - runway girl,next steps to improve - girl track
"2/22-mdw 2 san flt 1687 attendant melissa was awesome! fast, smiling, great. after weather cancelled flight day b4, it was welcome","2/22-mdw 2 san flt 1687 waiting melissa was impressive! Quick, smiling, awesome. after the flight day cancelled b4, it was welcome"
thank you. great customer service so far. accidents happen i understand. hopefully everything works out.,"Thank you. great customer service so far. Accidents happen, I understand. Let's hope everything works."
thanks for the quick response. should i call daily it wait the 5 days.,Thanks for the quick answer. I call it every day.
seeing your workers time in and time out going above and beyond is why i love flying with you guys. thank you!,seeing your work time and time out going over and beyond is why I like to fly with you guys. Thank you!
travel agent darrel here at love field hosting a paper airplane contest to entertain all the children was so awesome to see!,the travel agent here in love field hosting a paper aeroplane contest to entertain all children was so impressive to see!
big kudos to your staff today at dallas love field for lifting everyone's spirits today with all the delays and cancelled flightlations,big kudos to your staff today in the dallas love field to lift the minds of all today with all the delays and flights cancelled
"it's not fun having a delay from nashville to las vegas, but the crew at the gate c9 desk has been awesome!","It's not fun to have a nashville delay at the las vegas, but the crew at the c9 office door was great!"
never got to the strip that fast before. stoked for special show tonight! thx again,I've never been so fast. It's a special evening tonight! Again.
telling my fam in vegas now.,I'm telling my gas fam.
thank you!,Thank you!
"what can we do to bring you back to jackson, ms?! we miss you terribly around here. these other airlines are horrible!!","What can we do to bring you back to jackson, ms?! we miss you terribly here. These other airlines are horrible!"
3 hours and 80 degree difference. yes please!! mht to mco,"3 hours and 80 degrees of difference. Yes, please! mht to mco"
looks like bellagio to me! good luck people! see you at the show at vinyl,It looks like a bellagio for me! Good luck! see on the vinyl show
can a pair of tickets waiting for me after my sports practice? i live here and definitely know where that is!,Can a pair of tickets wait for me after my sports training? I live here and I really know where it is!
love southwest. you guys have been good to me!,I love the southwest. You've been good to me!
your crew on 3138 is doing a great job of keeping everyone informed during the delays,your crew on 3138 does a great job to keep everyone informed on time
really easy for locals to get down to the strip. book.,It's very easy for the locals to get down to the band. Book.
luv! your new luv television commercials. traveled on your airline last year return trip from nyc...#feltthelove,Luv! Your new television ads. travel on your airline last year return trip of nyc...#feltthelove
best airline _uoi,best airline _uoi
